Año,Sector IPCC,Categoría IPCC,Sub Categoría IPCC,Fuente IPCC,Sub Fuente IPCC,CO2,CH4,N2O,HFC-23,HFC-410A,HFC-43-10mee,HFC-125,HFC-134,HFC-134a,HFC-404A,HFC-407C,HFC-152a,HFC-227ea,HFC-236fa,HFC-365mfc/227ea,HFC-365mfc,HFC-245fa,PFC-CF4,PFC-C2F6,SF6,CN
2015,2 Procesos industriales y uso de productos,2A Industria de los minerales,2A2 Producción de cal,,,"3,086.55",0,0,,,,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2A Industria de los minerales,2A3 Producción de vidrio,,,520.739,0,0,,,,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2A Industria de los minerales,2A4 Otros usos de carbonatos,,,0,0,0,,,,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2A Industria de los minerales,2A5 Otros,,,0,0,0,,,,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2B Industria química,2B1 Producción de amoniaco,,,"1,004.22",0,0,,,,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2B Industria química,2B2 Producción de ácido nítrico,,,0,0,508.005,,,,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2B Industria química,2B3 Producción de ácido adípico,,,0,0,0,,,,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2B Industria química,"2B4 Producción de caprolactama, glioxil y ácido glioxílico",,,0,0,162.891,,,,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2B Industria química,2B5 Producción de carburo,,,0,0,0,,,,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2B Industria química,2B6 Producción de dióxido de titanio,,,207.799,0,0,,,,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2B Industria química,2B7 Producción de ceniza de sosa,,,40.02,0,0,,,,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2B Industria química,2B8 Producción petroquímica y negro de humo,,,"1,579.06",181.784,0,,,,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2B Industria química,2B9 Producción fluoroquímica,,,0,0,0,"1,437.74",,,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2B Industria química,2B10 Otros,,,0,0,0,,,,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2C Industria de los metales,2C1 Producción de hierro y acero,,,"12,922.69",0,0,,,,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2C Industria de los metales,2C2 Producción de ferroaleaciones,,,283.4,0,0,,,,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2C Industria de los metales,2C3 Producción de aluminio,,,0,0,0,,,,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2C Industria de los metales,2C4 Producción de magnesio,,,0,0,0,,,,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2C Industria de los metales,2C5 Producción de plomo,,,137.161,0,0,,,,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2C Industria de los metales,2C6 Producción de zinc,,,"1,353.25",0,0,,,,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2C Industria de los metales,2C7 Otros,,,0,0,0,,,,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2D Uso de productos no energéticos de combustibles y de solvente,2D1 Uso de lubricantes,,,77.564,0,0,,,,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2D Uso de productos no energéticos de combustibles y de solvente,2D2 Uso de la cera de parafina,,,16.741,0,0,,,,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2D Uso de productos no energéticos de combustibles y de solvente,2D3 Uso de solventes,,,0,0,0,,,,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2D Uso de productos no energéticos de combustibles y de solvente,2D4 Otros,,,0,0,0,,,,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2E Industria electrónica,2E1 Circuitos integrados o semiconductores,,,0,0,0,,,,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2E Industria electrónica,2E2 Pantalla plana tipo TFT,,,0,0,0,,,,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2E Industria electrónica,2E3 Células fotovoltaicas,,,0,0,0,,,,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2E Industria electrónica,2E4 Fluido de transferencia térmica,,,0,0,0,,,,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2E Industria electrónica,2E5 Otros,,,0,0,0,,,,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2F Uso de productos sustitutos de las sustancias que agotan la capa de ozono,2F1 Refrigeración y aire acondicionado,,,0,0,0,,702.664,,,,"5,772.68","3,407.89",5.393,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2F Uso de productos sustitutos de las sustancias que agotan la capa de ozono,2F2 Agentes espumantes,,,0,0,0,,,,,8.99,3.647,,,,,,8.625,0.698,398.588,,,,0
2015,2 Procesos industriales y uso de productos,2F Uso de productos sustitutos de las sustancias que agotan la capa de ozono,2F3 Protección contra incendios,,,0,0,0,,,,20.846,,,,,,16.591,42.197,,,,,,,0
2015,2 Procesos industriales y uso de productos,2F Uso de productos sustitutos de las sustancias que agotan la capa de ozono,2F4 Aerosoles,,,0,0,0,,,,,,378.678,,,403.185,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2F Uso de productos sustitutos de las sustancias que agotan la capa de ozono,2F5 Solventes,,,0,0,0,,,8.331,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2F Uso de productos sustitutos de las sustancias que agotan la capa de ozono,2F6 Otras aplicaciones,,,0,0,0,,,,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2G Manufactura y utilización de otros productos,2G1 Equipos eléctricos,,,0,0,0,,,,,,,,,,,,,,,,,195.246,0
2015,2 Procesos industriales y uso de productos,2G Manufactura y utilización de otros productos,2G2 SF6 y PFC de otros usos de productos,,,0,0,0,,,,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2G Manufactura y utilización de otros productos,2G3 N2O de usos de productos,,,0,0,0,,,,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2G Manufactura y utilización de otros productos,2G4 Otros,,,0,0,0,,,,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2H Otros,2H1 Industria de la pulpa y el papel,,,57.926,0,0,,,,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2H Otros,2H2 Industria de la alimentación y las bebidas,,,0,0,0,,,,,,,,,,,,,,,,,,0
2015,2 Procesos industriales y uso de productos,2H Otros,2H3 Otros,,,0,0,0,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A1 Fermentación entérica,3A1a Bovino,,0,"50,121.38",0,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A1 Fermentación entérica,3A1b Búfalos,,0,0,0,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A1 Fermentación entérica,3A1c Ovinos,,0,"1,219.51",0,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A1 Fermentación entérica,3A1d Caprino,,0,"1,221.50",0,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A1 Fermentación entérica,3A1e Camello,,0,0,0,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A1 Fermentación entérica,3A1f Caballos,,0,439.921,0,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A1 Fermentación entérica,3A1g Mulas y asnos,,0,110.378,0,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A1 Fermentación entérica,3A1h Porcinos,,0,330.031,0,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A1 Fermentación entérica,3A1i Otros  (especificar),,0,0,0,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A2 Gestión del estiércol,3A2a Bovinos,,0,"7,970.28","3,630.27",,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A2 Gestión del estiércol,3A2b Búfalos,,0,0,0,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A2 Gestión del estiércol,3A2c Ovinos,,0,35.798,0,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A2 Gestión del estiércol,3A2d Caprino,,0,37.832,0,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A2 Gestión del estiércol,3A2e Camello,,0,0,0,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A2 Gestión del estiércol,3A2f Caballos,,0,40.9,0,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A2 Gestión del estiércol,3A2g Mulas y asnos,,0,10.577,0,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A2 Gestión del estiércol,3A2h Porcinos,,0,"4,431.18",413.46,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A2 Gestión del estiércol,3A2i Aves de corral,,0,162.239,392.348,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A2 Gestión del estiércol,3A2g Otros  (especificar),,0,0,0,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3B Tierra,3B1 Tierra forestales,3B1a Tierras forestales que permanecen como tal,,"-138,504.68",0,0,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3B Tierra,3B1 Tierra forestales,3B1b Tierras convertidas a tierras forestales,,"-1,465.44",0,0,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3B Tierra,3B2 Tierra de cultivo,3B2a Tierras de cultivo que permanecen como tal,,"-12,215.61",0,0,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3B Tierra,3B2 Tierra de cultivo,3B2b Tierras convertidas a tierras de cultivo,,"11,339.60",0,0,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3B Tierra,3B3 Praderas,3B3a Praderas que permanecen como tal,,"-16,422.92",0,0,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3B Tierra,3B3 Praderas,3B3b Tierras convertidas en praderas,,"8,586.48",0,0,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3B Tierra,3B4 Humedales,3B4a Humedales que permanecen como tal,,0,0,0,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3B Tierra,3B4 Humedales,3B4b Tierras convertidas en humedales,,44.57,0,0,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3B Tierra,3B5 Asentamientos ,3B5a Asentamientos que permanecen como tal,,0,0,0,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3B Tierra,3B5 Asentamientos ,3B5b Tierras convertidas en asentamientos,,137.57,0,0,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3B Tierra,3B6 Otras tierras ,3B6a Otras tierras que permanecen como tal,,0,0,0,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3B Tierra,3B6 Otras tierras ,3B6b Tierras convertidas en otras tierras,,154.36,0,0,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3C Fuentes agregadas y fuentes de emisión no CO2 de la tierra,3C1 Emisiones de GEI por quemado de biomasa,3C1a Emisiones de quemado de biomasa en tierras forestales,,0,161.968,66.793,,,,,,,,,,,,,,,,,,0.622
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3C Fuentes agregadas y fuentes de emisión no CO2 de la tierra,3C1 Emisiones de GEI por quemado de biomasa,3C1b Emisiones de quemado de biomasa en tierras de cultivo,,0,671.336,203.53,,,,,,,,,,,,,,,,,,3.691
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3C Fuentes agregadas y fuentes de emisión no CO2 de la tierra,3C1 Emisiones de GEI por quemado de biomasa,3C1c Emisiones de quemado de biomasa en tierras praderas,,0,26.689,21.172,,,,,,,,,,,,,,,,,,0.13
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3C Fuentes agregadas y fuentes de emisión no CO2 de la tierra,3C1 Emisiones de GEI por quemado de biomasa,3C1d Emisiones de quemado de biomasa en otras tierras,,0,0,0,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3C Fuentes agregadas y fuentes de emisión no CO2 de la tierra,3C2 Encalado,,,37.417,0,0,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3C Fuentes agregadas y fuentes de emisión no CO2 de la tierra,3C3 Aplicación de urea,,,409.71,0,0,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3C Fuentes agregadas y fuentes de emisión no CO2 de la tierra,3C4 Emisiones directas de los N2O de los suelos gestionados,,,0,0,"22,992.89",,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3C Fuentes agregadas y fuentes de emisión no CO2 de la tierra,3C5 Emisiones indirectas de los N2O de los suelos gestionados,,,0,0,"5,821.98",,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3C Fuentes agregadas y fuentes de emisión no CO2 de la tierra,3C6 Emisiones indirectas de los N2O de la gestión del estiércol,,,0,0,913.658,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3C Fuentes agregadas y fuentes de emisión no CO2 de la tierra,3C7 Cultivo del arroz,,,0,164.762,0,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3C Fuentes agregadas y fuentes de emisión no CO2 de la tierra,3D1 Productos de madera recolectada,,,0,0,0,,,,,,,,,,,,,,,,,,0
2015,"3 Agricultura, silvicultura y otros usos de la tierra",3C Fuentes agregadas y fuentes de emisión no CO2 de la tierra,3D2 Otros (especificar),,,0,0,0,,,,,,,,,,,,,,,,,,0
2015,4 Residuos,4A Eliminación de residuos sólidos,4A1 Sitios gestionados de eliminación de residuos (rellenos sanitarios),,,0,"17,007.47",0,,,,,,,,,,,,,,,,,,0
2015,4 Residuos,4A Eliminación de residuos sólidos,4A2 Sitios no controlados de eliminación de residuos ,,,0,"2,456.29",0,,,,,,,,,,,,,,,,,,0
2015,4 Residuos,4A Eliminación de residuos sólidos,4A3 Tiraderos a cielo abierto para eliminación de residuos,,,0,"2,456.85",0,,,,,,,,,,,,,,,,,,0
2015,4 Residuos,4B Tratamiento biológico de los residuos sólidos,,,,0,116.686,82.826,,,,,,,,,,,,,,,,,,0
2015,4 Residuos,4C Incineración y quema a cielo abierto  de residuos,4C1 Incineración de residuos peligrosos industriales y biológico infeccioso,,,23.717,0.107,1.026,,,,,,,,,,,,,,,,,,0
2015,4 Residuos,4C Incineración y quema a cielo abierto  de residuos,4C2 Quema a cielo abierto de residuos sólidos,,,706.508,620.311,135.48,,,,,,,,,,,,,,,,,,1.155
2015,4 Residuos,4D Tratamiento y eliminación de aguas residuales,4D1 Tratamiento y eliminación de aguas residuales municipales,,,0,"3,726.20","1,866.23",,,,,,,,,,,,,,,,,,0
2015,4 Residuos,4D Tratamiento y eliminación de aguas residuales,4D2 Tratamiento y eliminación de aguas residuales industriales,,,0,"16,709.30",0,,,,,,,,,,,,,,,,,,0
2015,4 Residuos,4E Otros,,,,0,0,0,,,,,,,,,,,,,,,,,,0
2015,Fines informativos (no se suman a las emisiones nacionales),Bunkers,Aviación internacional,,,"4,856.19",0.936,35.445,,,,,,,,,,,,,,,,,,0
2015,Fines informativos (no se suman a las emisiones nacionales),Bunkers,Marítimo internacional,,,0,0,0,,,,,,,,,,,,,,,,,,0
2015,Fines informativos (no se suman a las emisiones nacionales),Emisiones de CO2 por quema de biomasa,,,,"26,524.32",0,0,,,,,,,,,,,,,,,,,,0
